Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,BREED,Bytes,Center Name,collected_by,Collection_Date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,LENGTH_(CM),Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,REPLICATE,create_date,version,Sample Name,SAMPLE_TYPE,sex,SRA Study,store_cond,Strain,TISSUE
SRR11206111,not collected,RAD-Seq,222,55845210,PRJNA504598,SAMN14147877,Model organism or animal,not applicable,24205931,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,"Pollyana Roque\, Fabio Hazin",2018-12,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819054,Brazil,South America,Brazil: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Brazil 1493,59.2,BRZ_1493,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:41:00Z,1,BRZ_1493,tissue sample,missing,SRP251054,20% DMSO-EDTA,not applicable,"Fin Clip\, Muscle"
SRR11206112,not collected,RAD-Seq,222,198719970,PRJNA504598,SAMN14147876,Model organism or animal,not applicable,86185016,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,"Pollyana Roque\, Fabio Hazin",2018-12,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819053,Brazil,South America,Brazil: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Brazil 1492,54,BRZ_1492,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:41:00Z,1,BRZ_1492,tissue sample,missing,SRP251054,20% DMSO-EDTA,not applicable,"Fin Clip\, Muscle"
SRR11206113,not collected,RAD-Seq,222,44534088,PRJNA504598,SAMN14147875,Model organism or animal,not applicable,19238191,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,"Pollyana Roque\, Fabio Hazin",2018-12,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819052,Brazil,South America,Brazil: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Brazil 1491,59.9,BRZ_1491,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:41:00Z,1,BRZ_1491,tissue sample,missing,SRP251054,20% DMSO-EDTA,not applicable,"Fin Clip\, Muscle"
SRR11206114,not collected,RAD-Seq,222,259264032,PRJNA504598,SAMN14147874,Model organism or animal,not applicable,111319475,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,"Pollyana Roque\, Fabio Hazin",2018-12,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819051,Brazil,South America,Brazil: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Brazil 1490,56.8,BRZ_1490,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:42:00Z,1,BRZ_1490,tissue sample,missing,SRP251054,20% DMSO-EDTA,not applicable,"Fin Clip\, Muscle"
SRR11206115,not collected,RAD-Seq,296,1866650002,PRJNA504598,SAMN14147873,Model organism or animal,not applicable,701380079,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,"Pollyana Roque\, Fabio Hazin",2018-12,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819050,Brazil,South America,Brazil: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Brazil 1489,58.9,BRZ_1489,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:44:00Z,1,BRZ_1489,tissue sample,missing,SRP251054,20% DMSO-EDTA,not applicable,"Fin Clip\, Muscle"
SRR11206116,not collected,RAD-Seq,298,2253860700,PRJNA504598,SAMN14147872,Model organism or animal,not applicable,834122591,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,"Pollyana Roque\, Fabio Hazin",2018-12,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819049,Brazil,South America,Brazil: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Brazil 1488,53,BRZ_1488,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:44:00Z,1,BRZ_1488,tissue sample,missing,SRP251054,20% DMSO-EDTA,not applicable,"Fin Clip\, Muscle"
SRR11206117,not collected,RAD-Seq,302,2421725920,PRJNA504598,SAMN14148316,Model organism or animal,not applicable,830788126,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Christopher Manley,8/22/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7819048,USA,North America,USA: Texas,Illumina NovaSeq 6000,Blackfin tuna - Texas 1099,49,TX_1099,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:45:00Z,1,TX_1099,tissue sample,male,SRP251054,20% DMSO-EDTA,not applicable,Fin Clip
SRR11206118,not collected,RAD-Seq,222,789461526,PRJNA504598,SAMN14148315,Model organism or animal,not applicable,342747080,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Christopher Manley,8/22/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7819047,USA,North America,USA: Texas,Illumina NovaSeq 6000,Blackfin tuna - Texas 996,49,TX_1099_6,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,TRUE,2020-02-28T14:43:00Z,1,TX_1099_6,tissue sample,male,SRP251054,20% DMSO-EDTA,not applicable,Fin Clip
SRR11206119,not collected,RAD-Seq,302,2154991668,PRJNA504598,SAMN14148314,Model organism or animal,not applicable,797390687,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Christopher Manley,8/22/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7819046,USA,North America,USA: Texas,Illumina NovaSeq 6000,Blackfin tuna - Texas 995,49,TX_1099_5,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,TRUE,2020-02-28T14:45:00Z,1,TX_1099_5,tissue sample,male,SRP251054,20% DMSO-EDTA,not applicable,Fin Clip
SRR11206120,not collected,RAD-Seq,222,624978174,PRJNA504598,SAMN14148313,Model organism or animal,not applicable,274253747,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Christopher Manley,8/22/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7819045,USA,North America,USA: Texas,Illumina NovaSeq 6000,Blackfin tuna - Texas 994,49,TX_1099_4,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,TRUE,2020-02-28T14:42:00Z,1,TX_1099_4,tissue sample,male,SRP251054,20% DMSO-EDTA,not applicable,Fin Clip
SRR11206121,not collected,RAD-Seq,302,1405006378,PRJNA504598,SAMN14148312,Model organism or animal,not applicable,552149421,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Christopher Manley,8/22/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7819044,USA,North America,USA: Texas,Illumina NovaSeq 6000,Blackfin tuna - Texas 993,49,TX_1099_3,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,TRUE,2020-02-28T14:45:00Z,1,TX_1099_3,tissue sample,male,SRP251054,20% DMSO-EDTA,not applicable,Fin Clip
SRR11206122,not collected,RAD-Seq,302,1187612282,PRJNA504598,SAMN14147834,Model organism or animal,not applicable,452204000,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,"Pollyana Roque\, Fabio Hazin",2019-02,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819043,Brazil,South America,Brazil: St. Peter,Illumina NovaSeq 6000,Blackfin tuna - Brazil 1442,57,BRZ_1442,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:43:00Z,1,BRZ_1442,tissue sample,male,SRP251054,20% DMSO-EDTA,not applicable,"Fin Clip\, Muscle"
SRR11206123,not collected,RAD-Seq,302,636500636,PRJNA504598,SAMN14148310,Model organism or animal,not applicable,254936670,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Christopher Manley,8/22/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7819042,USA,North America,USA: Texas,Illumina NovaSeq 6000,Blackfin tuna - Texas 991,49,TX_1099_1,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,TRUE,2020-02-28T14:42:00Z,1,TX_1099_1,tissue sample,male,SRP251054,20% DMSO-EDTA,not applicable,Fin Clip
SRR11206124,not collected,RAD-Seq,302,595887072,PRJNA504598,SAMN14148309,Model organism or animal,not applicable,206347605,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Christopher Manley,8/22/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7819041,USA,North America,USA: Texas,Illumina NovaSeq 6000,Blackfin tuna - Texas 1098,49,TX_1098,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:42:00Z,1,TX_1098,tissue sample,male,SRP251054,20% DMSO-EDTA,not applicable,Fin Clip
SRR11206125,not collected,RAD-Seq,222,85398516,PRJNA504598,SAMN14148308,Model organism or animal,not applicable,36977802,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Christopher Manley,8/22/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7819040,USA,North America,USA: Texas,Illumina NovaSeq 6000,Blackfin tuna - Texas 986,49,TX_1098_6,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,TRUE,2020-02-28T14:41:00Z,1,TX_1098_6,tissue sample,male,SRP251054,20% DMSO-EDTA,not applicable,Fin Clip
SRR11206126,not collected,RAD-Seq,302,308701984,PRJNA504598,SAMN14148307,Model organism or animal,not applicable,113524455,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Christopher Manley,8/22/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7819039,USA,North America,USA: Texas,Illumina NovaSeq 6000,Blackfin tuna - Texas 985,49,TX_1098_5,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,TRUE,2020-02-28T14:42:00Z,1,TX_1098_5,tissue sample,male,SRP251054,20% DMSO-EDTA,not applicable,Fin Clip
SRR11206127,not collected,RAD-Seq,222,127762110,PRJNA504598,SAMN14148306,Model organism or animal,not applicable,56500093,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Christopher Manley,8/22/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7819038,USA,North America,USA: Texas,Illumina NovaSeq 6000,Blackfin tuna - Texas 984,49,TX_1098_4,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,TRUE,2020-02-28T14:42:00Z,1,TX_1098_4,tissue sample,male,SRP251054,20% DMSO-EDTA,not applicable,Fin Clip
SRR11206128,not collected,RAD-Seq,302,379498032,PRJNA504598,SAMN14148305,Model organism or animal,not applicable,144692405,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Christopher Manley,8/22/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7819037,USA,North America,USA: Texas,Illumina NovaSeq 6000,Blackfin tuna - Texas 983,49,TX_1098_3,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,TRUE,2020-02-28T14:42:00Z,1,TX_1098_3,tissue sample,male,SRP251054,20% DMSO-EDTA,not applicable,Fin Clip
SRR11206129,not collected,RAD-Seq,302,101718734,PRJNA504598,SAMN14148303,Model organism or animal,not applicable,41584800,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Christopher Manley,8/22/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7819036,USA,North America,USA: Texas,Illumina NovaSeq 6000,Blackfin tuna - Texas 981,49,TX_1098_1,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,TRUE,2020-02-28T14:42:00Z,1,TX_1098_1,tissue sample,male,SRP251054,20% DMSO-EDTA,not applicable,Fin Clip
SRR11206130,not collected,RAD-Seq,294,2694128967,PRJNA504598,SAMN14148302,Model organism or animal,not applicable,1202931685,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Christopher Manley,8/22/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7819035,USA,North America,USA: Texas,Illumina NovaSeq 6000,Blackfin tuna - Texas 1097,44,TX_1097,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-03-02T15:43:00Z,1,TX_1097,tissue sample,female,SRP251054,20% DMSO-EDTA,not applicable,Fin Clip
SRR11206131,not collected,RAD-Seq,268,187021894,PRJNA504598,SAMN14148301,Model organism or animal,not applicable,88834510,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Christopher Manley,8/22/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7819034,USA,North America,USA: Texas,Illumina NovaSeq 6000,Blackfin tuna - Texas 1096,46,TX_1096,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-03-02T14:30:00Z,1,TX_1096,tissue sample,male,SRP251054,20% DMSO-EDTA,not applicable,Fin Clip
SRR11206132,not collected,RAD-Seq,302,626532824,PRJNA504598,SAMN14147833,Model organism or animal,not applicable,253653594,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,"Pollyana Roque\, Fabio Hazin",2019-02,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819033,Brazil,South America,Brazil: St. Peter,Illumina NovaSeq 6000,Blackfin tuna - Brazil 1441,58,BRZ_1441,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:43:00Z,1,BRZ_1441,tissue sample,female,SRP251054,20% DMSO-EDTA,not applicable,"Fin Clip\, Muscle"
SRR11206133,not collected,RAD-Seq,302,1432030848,PRJNA504598,SAMN14148300,Model organism or animal,not applicable,539393990,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Amy Dukes,5/7/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819032,USA,North America,USA: South Carolina,Illumina NovaSeq 6000,Blackfin tuna - South Carolina 933,45.1,SCA_933,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:44:00Z,1,SCA_933,tissue sample,female,SRP251054,Sarcosyl urea,not applicable,Fin Clip
SRR11206134,not collected,RAD-Seq,302,1328049832,PRJNA504598,SAMN14148299,Model organism or animal,not applicable,493290742,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Amy Dukes,5/7/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819031,USA,North America,USA: South Carolina,Illumina NovaSeq 6000,Blackfin tuna - South Carolina 932,61,SCA_932,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:43:00Z,1,SCA_932,tissue sample,female,SRP251054,Sarcosyl urea,not applicable,Fin Clip
SRR11206135,not collected,RAD-Seq,302,2877119270,PRJNA504598,SAMN14148298,Model organism or animal,not applicable,1059198341,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Amy Dukes,5/7/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819030,USA,North America,USA: South Carolina,Illumina NovaSeq 6000,Blackfin tuna - South Carolina 931,76,SCA_931,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:47:00Z,1,SCA_931,tissue sample,male,SRP251054,Sarcosyl urea,not applicable,Fin Clip
SRR11206136,not collected,RAD-Seq,302,6389192634,PRJNA504598,SAMN14148297,Model organism or animal,not applicable,2378681373,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Amy Dukes,5/7/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819029,USA,North America,USA: South Carolina,Illumina NovaSeq 6000,Blackfin tuna - South Carolina 930,72,SCA_930,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:53:00Z,1,SCA_930,tissue sample,male,SRP251054,Sarcosyl urea,not applicable,Fin Clip
SRR11206137,not collected,RAD-Seq,302,2673733746,PRJNA504598,SAMN14148296,Model organism or animal,not applicable,995786812,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Amy Dukes,5/7/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819028,USA,North America,USA: South Carolina,Illumina NovaSeq 6000,Blackfin tuna - South Carolina 929,68,SCA_929,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:46:00Z,1,SCA_929,tissue sample,male,SRP251054,Sarcosyl urea,not applicable,Fin Clip
SRR11206138,not collected,RAD-Seq,302,2725483560,PRJNA504598,SAMN14148295,Model organism or animal,not applicable,1021417268,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Amy Dukes,5/7/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819027,USA,North America,USA: South Carolina,Illumina NovaSeq 6000,Blackfin tuna - South Carolina 927,62,SCA_927,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:46:00Z,1,SCA_927,tissue sample,male,SRP251054,Sarcosyl urea,not applicable,Fin Clip
SRR11206139,not collected,RAD-Seq,302,1068249198,PRJNA504598,SAMN14148294,Model organism or animal,not applicable,397785374,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Amy Dukes,5/7/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819026,USA,North America,USA: South Carolina,Illumina NovaSeq 6000,Blackfin tuna - South Carolina 926,66,SCA_926,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:44:00Z,1,SCA_926,tissue sample,male,SRP251054,Sarcosyl urea,not applicable,Fin Clip
SRR11206140,not collected,RAD-Seq,302,3078779770,PRJNA504598,SAMN14148293,Model organism or animal,not applicable,1153263670,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Amy Dukes,5/7/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819025,USA,North America,USA: South Carolina,Illumina NovaSeq 6000,Blackfin tuna - South Carolina 925,73.5,SCA_925,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:47:00Z,1,SCA_925,tissue sample,male,SRP251054,Sarcosyl urea,not applicable,Fin Clip
SRR11206141,not collected,RAD-Seq,302,4282488048,PRJNA504598,SAMN14148292,Model organism or animal,not applicable,1611287518,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Amy Dukes,5/7/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819024,USA,North America,USA: South Carolina,Illumina NovaSeq 6000,Blackfin tuna - South Carolina 924,62,SCA_924,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:51:00Z,1,SCA_924,tissue sample,female,SRP251054,Sarcosyl urea,not applicable,Fin Clip
SRR11206142,not collected,RAD-Seq,302,2078549126,PRJNA504598,SAMN14148291,Model organism or animal,not applicable,785519222,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Amy Dukes,5/7/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819023,USA,North America,USA: South Carolina,Illumina NovaSeq 6000,Blackfin tuna - South Carolina 923,70.5,SCA_923,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:45:00Z,1,SCA_923,tissue sample,female,SRP251054,Sarcosyl urea,not applicable,Fin Clip
SRR11206143,not collected,RAD-Seq,302,1673390456,PRJNA504598,SAMN14147832,Model organism or animal,not applicable,645688014,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,"Pollyana Roque\, Fabio Hazin",2019-02,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819022,Brazil,South America,Brazil: St. Peter,Illumina NovaSeq 6000,Blackfin tuna - Brazil 1440,58,BRZ_1440,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:45:00Z,1,BRZ_1440,tissue sample,female,SRP251054,20% DMSO-EDTA,not applicable,"Fin Clip\, Muscle"
SRR11206144,not collected,RAD-Seq,302,6186878002,PRJNA504598,SAMN14148290,Model organism or animal,not applicable,2377102870,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Amy Dukes,5/7/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819021,USA,North America,USA: South Carolina,Illumina NovaSeq 6000,Blackfin tuna - South Carolina 922,57,SCA_922,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:56:00Z,1,SCA_922,tissue sample,female,SRP251054,Sarcosyl urea,not applicable,Fin Clip
SRR11206145,not collected,RAD-Seq,302,4667814982,PRJNA504598,SAMN14148289,Model organism or animal,not applicable,1792827071,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Amy Dukes,5/7/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819020,USA,North America,USA: South Carolina,Illumina NovaSeq 6000,Blackfin tuna - South Carolina 921,61,SCA_921,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:50:00Z,1,SCA_921,tissue sample,female,SRP251054,Sarcosyl urea,not applicable,Fin Clip
SRR11206146,not collected,RAD-Seq,302,4699378210,PRJNA504598,SAMN14148288,Model organism or animal,not applicable,1712917460,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Amy Dukes,5/7/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819019,USA,North America,USA: South Carolina,Illumina NovaSeq 6000,Blackfin tuna - South Carolina 920,81,SCA_920,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:50:00Z,1,SCA_920,tissue sample,female,SRP251054,Sarcosyl urea,not applicable,Fin Clip
SRR11206147,not collected,RAD-Seq,302,3104167702,PRJNA504598,SAMN14148287,Model organism or animal,not applicable,1167481094,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Amy Dukes,5/6/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819018,USA,North America,USA: South Carolina,Illumina NovaSeq 6000,Blackfin tuna - South Carolina 919,70.3,SCA_919,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:46:00Z,1,SCA_919,tissue sample,female,SRP251054,Sarcosyl urea,not applicable,Fin Clip
